Elapsed Time   , Data  , ADC     , StartCells, OpenWire, Discharge, StartAux   , StartStatus, BRD#01 ADDR , CELL01, CELL02, CELL03, CELL04, CELL05, CELL06, CELL07, CELL08, CELL09, CELL10, CELL11, CELL12, GPIO1, GPIO2, GPIO3, GPIO4, GPIO5, VREF2, SOC   , ITMP  , VREGA , VREGD , 
0000:00:38.368, 75, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2788, 1.3033, 2.2582, 1.2703, 2.3115, 2.2994, 0.0000, 0.2543, 0.0868, 0.0117, 0.0000, 0.0000, 3.9929, 4.0528, 0.0000, 5.0178, 5.0172, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:38.869, 76, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2797, 1.3038, 2.2590, 1.2709, 2.3121, 2.2999, 0.0000, 0.2559, 0.0842, 0.0115, 0.0000, 0.0000, 3.9897, 4.0516, 0.0000, 5.0171, 5.0176, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:39.370, 77, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2804, 1.3044, 2.2598, 1.2718, 2.3130, 2.3011, 0.0000, 0.2587, 0.0829, 0.0114, 0.0000, 0.0000, 3.9932, 4.0520, 0.0000, 5.0170, 5.0167, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:39.888, 78, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2812, 1.3050, 2.2607, 1.2723, 2.3134, 2.3016, 0.0000, 0.2596, 0.0800, 0.0110, 0.0000, 0.0000, 3.9913, 4.0520, 0.0000, 5.0175, 5.0166, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:40.422, 79, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2820, 1.3055, 2.2614, 1.2723, 2.3134, 2.3016, 0.0000, 0.2592, 0.0769, 0.0105, 0.0000, 0.0000, 3.9913, 4.0533, 0.0000, 5.0174, 5.0164, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:40.925, 80, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2828, 1.3060, 2.2622, 1.2730, 2.3140, 2.3021, 0.0000, 0.2621, 0.0755, 0.0106, 0.0000, 0.0000, 3.9908, 4.0540, 0.0000, 5.0176, 5.0175, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:41.429, 81, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2835, 1.3065, 2.2628, 1.2738, 2.3149, 2.3030, 0.0000, 0.2653, 0.0744, 0.0105, 0.0000, 0.0000, 3.9907, 4.0515, 0.0000, 5.0175, 5.0162, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:41.946, 82, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2841, 1.3070, 2.2635, 1.2743, 2.3153, 2.3030, 0.0000, 0.2665, 0.0719, 0.0101, 0.0000, 0.0000, 3.9926, 4.0539, 0.0000, 5.0172, 5.0175, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:42.448, 83, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2848, 1.3074, 2.2642, 1.2748, 2.3158, 2.3041, 0.0000, 0.2688, 0.0705, 0.0103, 0.0000, 0.0000, 3.9915, 4.0540, 0.0000, 5.0175, 5.0168, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:42.965, 84, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2854, 1.3079, 2.2649, 1.2752, 2.3160, 2.3045, 0.0000, 0.2693, 0.0679, 0.0099, 0.0000, 0.0000, 3.9892, 4.0531, 0.0000, 5.0174, 5.0170, 3.0021, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:43.489, 85, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2862, 1.3083, 2.2655, 1.2752, 2.3160, 2.3045, 0.0000, 0.2705, 0.0661, 0.0097, 0.0000, 0.0000, 3.9915, 4.0525, 0.0000, 5.0173, 5.0180, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:44.005, 86, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2868, 1.3087, 2.2661, 1.2760, 2.3168, 2.3053, 0.0000, 0.2727, 0.0650, 0.0098, 0.0000, 0.0000, 3.9931, 4.0533, 0.0000, 5.0180, 5.0170, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:44.506, 87, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2873, 1.3091, 2.2666, 1.2764, 2.3173, 2.3058, 0.0000, 0.2744, 0.0639, 0.0099, 0.0000, 0.0000, 3.9919, 4.0526, 0.0000, 5.0173, 5.0172, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:45.024, 88, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2878, 1.3095, 2.2672, 1.2764, 2.3173, 2.3058, 0.0000, 0.2746, 0.0617, 0.0094, 0.0000, 0.0000, 3.9908, 4.0549, 0.0000, 5.0170, 5.0166, 3.0021, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:45.557, 89, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2889, 1.3100, 2.2678, 1.2774, 2.3179, 2.3065, 0.0000, 0.2761, 0.0606, 0.0095, 0.0000, 0.0000, 3.9921, 4.0535, 0.0000, 5.0161, 5.0174, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:46.097, 90, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2889, 1.3103, 2.2682, 1.2775, 2.3182, 2.3068, 0.0000, 0.2769, 0.0586, 0.0090, 0.0000, 0.0000, 3.9909, 4.0524, 0.0000, 5.0173, 5.0169, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:46.601, 91, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2900, 1.3110, 2.2693, 1.2778, 2.3185, 2.3071, 0.0000, 0.2798, 0.0587, 0.0096, 0.0000, 0.0000, 3.9924, 4.0539, 0.0000, 5.0173, 5.0169, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:47.119, 92, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2900, 1.3110, 2.2693, 1.2782, 2.3188, 2.3076, 0.0000, 0.2803, 0.0569, 0.0094, 0.0000, 0.0000, 3.9928, 4.0541, 0.0000, 5.0165, 5.0173, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:47.638, 93, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2905, 1.3115, 2.2698, 1.2786, 2.3192, 2.3079, 0.0000, 0.2808, 0.0554, 0.0092, 0.0000, 0.0000, 3.9927, 4.0532, 0.0000, 5.0173, 5.0169, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:48.140, 94, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2910, 1.3118, 2.2704, 1.2788, 2.3194, 2.3081, 0.0000, 0.2835, 0.0554, 0.0099, 0.0000, 0.0000, 3.9914, 4.0536, 0.0000, 5.0173, 5.0172, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:48.673, 95, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2915, 1.3121, 2.2707, 1.2792, 2.3197, 2.3084, 0.0000, 0.2836, 0.0535, 0.0091, 0.0000, 0.0000, 3.9927, 4.0536, 0.0000, 5.0165, 5.0169, 3.0021, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:49.175, 96, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2919, 1.3124, 2.2712, 1.2796, 2.3200, 2.3084, 0.0000, 0.2851, 0.0528, 0.0095, 0.0000, 0.0000, 3.9922, 4.0543, 0.0000, 5.0169, 5.0173, 3.0021, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:49.692, 97, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2923, 1.3127, 2.2716, 1.2797, 2.3202, 2.3090, 0.0000, 0.2855, 0.0513, 0.0091, 0.0000, 0.0000, 3.9908, 4.0516, 0.0000, 5.0172, 5.0174, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:50.195, 98, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2928, 1.3131, 2.2720, 1.2800, 2.3204, 2.3093, 0.0000, 0.2871, 0.0511, 0.0095, 0.0000, 0.0000, 3.9915, 4.0525, 0.0000, 5.0170, 5.0166, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:50.721, 99, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2932, 1.3133, 2.2723, 1.2803, 2.3206, 2.3096, 0.0000, 0.2877, 0.0498, 0.0092, 0.0000, 0.0000, 3.9911, 4.0541, 0.0000, 5.0169, 5.0168, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:51.224, 100, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2935, 1.3136, 2.2727, 1.2806, 2.3210, 2.3098, 0.0000, 0.2886, 0.0491, 0.0095, 0.0000, 0.0000, 3.9908, 4.0522, 0.0000, 5.0177, 5.0176, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:51.727, 101, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2940, 1.3139, 2.2731, 1.2806, 2.3210, 2.3098, 0.0000, 0.2890, 0.0479, 0.0096, 0.0000, 0.0000, 3.9922, 4.0525, 0.0000, 5.0171, 5.0163, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:52.230, 102, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2942, 1.3141, 2.2734, 1.2809, 2.3211, 2.3102, 0.0000, 0.2893, 0.0468, 0.0094, 0.0000, 0.0000, 3.9907, 4.0523, 0.0000, 5.0171, 5.0168, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:52.748, 103, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2952, 1.3146, 2.2742, 1.2812, 2.3215, 2.3104, 0.0000, 0.2901, 0.0459, 0.0092, 0.0000, 0.0000, 3.9916, 4.0531, 0.0000, 5.0165, 5.0169, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:53.267, 104, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2952, 1.3146, 2.2742, 1.2815, 2.3217, 2.3107, 0.0000, 0.2899, 0.0446, 0.0091, 0.0000, 0.0000, 3.9917, 4.0529, 0.0000, 5.0171, 5.0168, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:53.800, 105, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2954, 1.3149, 2.2746, 1.2818, 2.3220, 2.3110, 0.0000, 0.2916, 0.0445, 0.0092, 0.0000, 0.0000, 3.9916, 4.0519, 0.0000, 5.0179, 5.0178, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:54.307, 106, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2961, 1.3155, 2.2748, 1.2821, 2.3222, 2.3112, 0.0000, 0.2924, 0.0442, 0.0094, 0.0000, 0.0000, 3.9934, 4.0534, 0.0000, 5.0169, 5.0172, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:54.844, 107, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2961, 1.3155, 2.2752, 1.2823, 2.3223, 2.3115, 0.0000, 0.2927, 0.0433, 0.0094, 0.0000, 0.0000, 3.9891, 4.0524, 0.0000, 5.0172, 5.0175, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:55.363, 108, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2964, 1.3156, 2.2754, 1.2826, 2.3225, 2.3118, 0.0000, 0.2937, 0.0430, 0.0094, 0.0000, 0.0000, 3.9931, 4.0547, 0.0000, 5.0175, 5.0173, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:55.896, 109, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2967, 1.3159, 2.2758, 1.2826, 2.3225, 2.3118, 0.0000, 0.2948, 0.0428, 0.0096, 0.0000, 0.0000, 3.9915, 4.0535, 0.0000, 5.0172, 5.0166, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:56.397, 110, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2971, 1.3160, 2.2762, 1.2830, 2.3229, 2.3120, 0.0000, 0.2955, 0.0427, 0.0101, 0.0000, 0.0000, 3.9914, 4.0527, 0.0000, 5.0174, 5.0174, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:56.914, 111, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2974, 1.3163, 2.2764, 1.2832, 2.3230, 2.3122, 0.0000, 0.2961, 0.0420, 0.0096, 0.0000, 0.0000, 3.9922, 4.0513, 0.0000, 5.0173, 5.0167, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:57.403, 112, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2978, 1.3166, 2.2766, 1.2835, 2.3232, 2.3124, 0.0000, 0.2969, 0.0420, 0.0104, 0.0000, 0.0000, 3.9924, 4.0534, 0.0000, 5.0173, 5.0170, 3.0024, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:57.935, 113, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2980, 1.3168, 2.2769, 1.2837, 2.3234, 2.3125, 0.0000, 0.2961, 0.0404, 0.0095, 0.0000, 0.0000, 3.9908, 4.0521, 0.0000, 5.0174, 5.0176, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:58.444, 114, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2983, 1.3169, 2.2773, 1.2839, 2.3235, 2.3129, 0.0000, 0.2975, 0.0406, 0.0103, 0.0000, 0.0000, 3.9935, 4.0535, 0.0000, 5.0178, 5.0174, 3.0021, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:58.943, 115, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2985, 1.3171, 2.2774, 1.2839, 2.3235, 2.3129, 0.0000, 0.2975, 0.0400, 0.0102, 0.0000, 0.0000, 3.9912, 4.0533, 0.0000, 5.0174, 5.0167, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:59.451, 116, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2988, 1.3173, 2.2778, 1.2842, 2.3238, 2.3131, 0.0000, 0.2980, 0.0396, 0.0101, 0.0000, 0.0000, 3.9917, 4.0527, 0.0000, 5.0169, 5.0172, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:00:59.969, 117, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2993, 1.3177, 2.2781, 1.2844, 2.3239, 2.3133, 0.0000, 0.2979, 0.0387, 0.0096, 0.0000, 0.0000, 3.9904, 4.0518, 0.0000, 5.0175, 5.0172, 3.0022, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:01:00.472, 118, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2993, 1.3177, 2.2782, 1.2844, 2.3239, 2.3133, 0.0000, 0.2980, 0.0382, 0.0100, 0.0000, 0.0000, 3.9908, 4.0530, 0.0000, 5.0172, 5.0177, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:01:00.991, 119, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2996, 1.3180, 2.2784, 1.2847, 2.3242, 2.3134, 0.0000, 0.2988, 0.0383, 0.0100, 0.0000, 0.0000, 3.9921, 4.0512, 0.0000, 5.0170, 5.0175, 3.0023, 11.7600, 2.2794, 5.0587, 3.2056, 
0000:01:01.494, 120, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.2998, 1.3181, 2.2788, 1.2849, 2.3244, 2.3138, 0.0000, 0.3001, 0.0386, 0.0102, 0.0000, 0.0000, 3.9920, 4.0522, 0.0000, 5.0175, 5.0176, 3.0022, 11.9000, 2.2792, 5.0587, 3.2055, 
0000:01:02.044, 121, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3001, 1.3182, 2.2789, 1.2851, 2.3245, 2.3139, 0.0000, 0.2885, 0.0284, 0.0019, 0.0000, 0.0000, 3.9917, 4.0537, 0.0000, 5.0178, 5.0177, 3.0024, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:02.561, 122, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3004, 1.3184, 2.2792, 1.2852, 2.3246, 2.3141, 0.0000, 0.2956, 0.0355, 0.0104, 0.0000, 0.0000, 3.9933, 4.0525, 0.0000, 5.0170, 5.0171, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:03.086, 123, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3005, 1.3186, 2.2793, 1.2852, 2.3246, 2.3141, 0.0000, 0.2965, 0.0357, 0.0108, 0.0000, 0.0000, 3.9917, 4.0539, 0.0000, 5.0171, 5.0170, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:03.589, 124, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3008, 1.3189, 2.2796, 1.2855, 2.3250, 2.3140, 0.0000, 0.2979, 0.0360, 0.0109, 0.0000, 0.0000, 3.9913, 4.0526, 0.0000, 5.0166, 5.0163, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:04.106, 125, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3010, 1.3188, 2.2798, 1.2856, 2.3250, 2.3144, 0.0000, 0.2981, 0.0359, 0.0106, 0.0000, 0.0000, 3.9912, 4.0534, 0.0000, 5.0174, 5.0175, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:04.620, 126, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3012, 1.3190, 2.2798, 1.2859, 2.3252, 2.3146, 0.0000, 0.2989, 0.0360, 0.0103, 0.0000, 0.0000, 3.9916, 4.0532, 0.0000, 5.0162, 5.0170, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:05.126, 127, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3014, 1.3192, 2.2802, 1.2860, 2.3253, 2.3146, 0.0000, 0.2990, 0.0359, 0.0107, 0.0000, 0.0000, 3.9910, 4.0533, 0.0000, 5.0164, 5.0169, 3.0024, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:05.646, 128, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3016, 1.3193, 2.2804, 1.2862, 2.3254, 2.3148, 0.0000, 0.2991, 0.0352, 0.0103, 0.0000, 0.0000, 3.9921, 4.0532, 0.0000, 5.0174, 5.0171, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:06.162, 129, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3019, 1.3195, 2.2806, 1.2862, 2.3254, 2.3148, 0.0000, 0.3001, 0.0356, 0.0107, 0.0000, 0.0000, 3.9936, 4.0528, 0.0000, 5.0171, 5.0164, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:06.679, 130, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3022, 1.3197, 2.2809, 1.2863, 2.3256, 2.3151, 0.0000, 0.3006, 0.0356, 0.0103, 0.0000, 0.0000, 3.9895, 4.0518, 0.0000, 5.0169, 5.0165, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:07.205, 131, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3022, 1.3197, 2.2809, 1.2865, 2.3257, 2.3151, 0.0000, 0.3010, 0.0356, 0.0106, 0.0000, 0.0000, 3.9897, 4.0518, 0.0000, 5.0171, 5.0166, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:07.723, 132, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3024, 1.3199, 2.2811, 1.2867, 2.3258, 2.3152, 0.0000, 0.3008, 0.0353, 0.0104, 0.0000, 0.0000, 3.9908, 4.0525, 0.0000, 5.0166, 5.0171, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:08.225, 133, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3027, 1.3200, 2.2813, 1.2869, 2.3259, 2.3155, 0.0000, 0.3012, 0.0351, 0.0106, 0.0000, 0.0000, 3.9920, 4.0536, 0.0000, 5.0177, 5.0169, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:08.726, 134, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3027, 1.3202, 2.2816, 1.2870, 2.3260, 2.3156, 0.0000, 0.3020, 0.0355, 0.0109, 0.0000, 0.0000, 3.9928, 4.0539, 0.0000, 5.0174, 5.0169, 3.0021, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:09.243, 135, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3030, 1.3204, 2.2816, 1.2871, 2.3261, 2.3157, 0.0000, 0.3015, 0.0347, 0.0104, 0.0000, 0.0000, 3.9921, 4.0520, 0.0000, 5.0173, 5.0171, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:09.744, 136, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3032, 1.3204, 2.2817, 1.2872, 2.3261, 2.3157, 0.0000, 0.3021, 0.0348, 0.0107, 0.0000, 0.0000, 3.9914, 4.0529, 0.0000, 5.0166, 5.0165, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:10.278, 137, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3034, 1.3206, 2.2821, 1.2872, 2.3261, 2.3157, 0.0000, 0.3011, 0.0337, 0.0105, 0.0000, 0.0000, 3.9905, 4.0524, 0.0000, 5.0172, 5.0169, 3.0025, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:10.780, 138, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3034, 1.3206, 2.2821, 1.2875, 2.3264, 2.3160, 0.0000, 0.3021, 0.0343, 0.0105, 0.0000, 0.0000, 3.9916, 4.0531, 0.0000, 5.0169, 5.0172, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:11.282, 139, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3036, 1.3207, 2.2823, 1.2876, 2.3263, 2.3160, 0.0000, 0.3024, 0.0342, 0.0105, 0.0000, 0.0000, 3.9934, 4.0531, 0.0000, 5.0167, 5.0170, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:11.785, 140, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3040, 1.3211, 2.2826, 1.2878, 2.3265, 2.3161, 0.0000, 0.3029, 0.0344, 0.0106, 0.0000, 0.0000, 3.9907, 4.0526, 0.0000, 5.0170, 5.0168, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:12.287, 141, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3040, 1.3211, 2.2826, 1.2877, 2.3266, 2.3164, 0.0000, 0.3022, 0.0335, 0.0105, 0.0000, 0.0000, 3.9913, 4.0530, 0.0000, 5.0163, 5.0163, 3.0024, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:12.789, 142, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3041, 1.3213, 2.2828, 1.2879, 2.3267, 2.3162, 0.0000, 0.3018, 0.0328, 0.0104, 0.0000, 0.0000, 3.9912, 4.0516, 0.0000, 5.0175, 5.0175, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:13.329, 143, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3043, 1.3213, 2.2828, 1.2881, 2.3268, 2.3165, 0.0000, 0.3018, 0.0327, 0.0101, 0.0000, 0.0000, 3.9918, 4.0541, 0.0000, 5.0163, 5.0167, 3.0021, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:13.846, 144, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3044, 1.3214, 2.2831, 1.2883, 2.3269, 2.3166, 0.0000, 0.3021, 0.0329, 0.0103, 0.0000, 0.0000, 3.9910, 4.0546, 0.0000, 5.0171, 5.0173, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:14.369, 145, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3045, 1.3215, 2.2831, 1.2882, 2.3269, 2.3168, 0.0000, 0.3025, 0.0331, 0.0102, 0.0000, 0.0000, 3.9926, 4.0550, 0.0000, 5.0167, 5.0164, 3.0022, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:14.913, 146, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3050, 1.3217, 2.2834, 1.2884, 2.3270, 2.3167, 0.0000, 0.3023, 0.0327, 0.0101, 0.0000, 0.0000, 3.9899, 4.0533, 0.0000, 5.0165, 5.0168, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:15.420, 147, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3050, 1.3219, 2.2836, 1.2885, 2.3271, 2.3167, 0.0000, 0.3018, 0.0321, 0.0105, 0.0000, 0.0000, 3.9910, 4.0528, 0.0000, 5.0174, 5.0167, 3.0024, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:15.958, 148, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3050, 1.3220, 2.2837, 1.2885, 2.3271, 2.3169, 0.0000, 0.3019, 0.0320, 0.0101, 0.0000, 0.0000, 3.9907, 4.0534, 0.0000, 5.0172, 5.0171, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:16.476, 149, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3052, 1.3220, 2.2837, 1.2885, 2.3271, 2.3169, 0.0000, 0.3015, 0.0315, 0.0102, 0.0000, 0.0000, 3.9908, 4.0537, 0.0000, 5.0174, 5.0171, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
0000:01:16.994, 150, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3053, 1.3222, 2.2839, 1.2888, 2.3273, 2.3170, 0.0000, 0.3025, 0.0322, 0.0105, 0.0000, 0.0000, 3.9934, 4.0532, 0.0000, 5.0174, 5.0168, 3.0023, 11.9000, 2.2792, 5.0595, 3.2055, 
